,path,left,middle,right,class
0,Dset-1.0/training/EndSpeedLimit/1_0_5420Image.jpeg,109.87234042553192,90.08163265306122,103.34042553191489,Dset-1.0
1,Dset-1.0/training/Crossing/1_0_3916Image.jpeg,180.04255319148936,205.12244897959184,93.12765957446808,Dset-1.0
2,Dset-2.0/training/Straight/15105Image.jpeg,175.5744680851064,250.18367346938774,141.85106382978722,Dset-2.0
3,Dset-2.0/training/StartSpeedLimit/7679Image.jpeg,240.80851063829786,138.44897959183675,209.74468085106383,Dset-2.0
4,Dset-2.0/training/RightTurn/20152Image.jpeg,188.7872340425532,219.08163265306123,253.38297872340425,Dset-2.0
5,Dset-2.0/training/FinishLine/2984Image.jpeg,123.82978723404256,193.87755102040816,119.42553191489361,Dset-2.0
6,Dset-2.0/training/Crossing/5570Image.jpeg,255.0,252.83673469387756,254.48936170212767,Dset-2.0
7,Dset-2.0/training/RightTurn/3815Image.jpeg,224.5531914893617,252.83673469387756,254.48936170212767,Dset-2.0
8,Dset-2.0/training/FinishLine/2948Image.jpeg,98.55319148936171,125.53061224489795,61.06382978723404,Dset-2.0
9,Dset-2.0/training/FinishLine/2504Image.jpeg,55.829787234042556,131.51020408163265,125.29787234042553,Dset-2.0
10,Dset-1.0/training/StartSpeedLimit/1_0_4655Image.jpeg,57.808510638297875,116.73469387755102,43.702127659574465,Dset-1.0
11,Dset-1.0/training/Straight/1_0_2110Image.jpeg,88.1063829787234,208.18367346938774,63.680851063829785,Dset-1.0
12,Dset-2.0/training/LeftTurn/573Image.jpeg,226.19148936170214,234.08163265306123,55.319148936170215,Dset-2.0
13,Dset-2.0/training/Crossing/5043Image.jpeg,253.3404255319149,252.83673469387756,254.48936170212767,Dset-2.0
14,Dset-2.0/training/FinishLine/2242Image.jpeg,190.74468085106383,143.57142857142858,180.2340425531915,Dset-2.0
15,Dset-1.0/training/EndSpeedLimit/1_0_5470Image.jpeg,34.191489361702125,126.53061224489795,42.40425531914894,Dset-1.0
16,Dset-1.0/training/StartSpeedLimit/1_0_4264Image.jpeg,79.80851063829788,90.51020408163265,36.1063829787234,Dset-1.0
17,Dset-1.0/training/FinishLine/1_0_6537Image.jpeg,84.38297872340425,71.6938775510204,38.46808510638298,Dset-1.0
18,Dset-2.0/training/LeftTurn/2362Image.jpeg,254.63829787234042,252.83673469387756,233.04255319148936,Dset-2.0
19,Dset-2.0/training/RightTurn/20113Image.jpeg,244.61702127659575,162.71428571428572,254.48936170212767,Dset-2.0
20,Dset-1.0/training/LeftTurn/1_0_1189Image.jpeg,209.82978723404256,179.53061224489795,59.1063829787234,Dset-1.0
21,Dset-1.0/training/StartSpeedLimit/1_0_4488Image.jpeg,40.53191489361702,35.55102040816327,27.680851063829788,Dset-1.0
22,Dset-1.0/training/Straight/1_0_2266Image.jpeg,103.87234042553192,155.75510204081633,33.06382978723404,Dset-1.0
23,Dset-1.0/training/LeftTurn/1_0_1543Image.jpeg,200.27659574468086,153.0612244897959,42.702127659574465,Dset-1.0
24,Dset-1.0/training/RightTurn/1_0_457Image.jpeg,36.04255319148936,155.46938775510205,203.12765957446808,Dset-1.0
25,Dset-2.0/training/StartSpeedLimit/8743Image.jpeg,192.2340425531915,138.85714285714286,218.61702127659575,Dset-2.0
26,Dset-2.0/training/Crossing/5417Image.jpeg,227.93617021276594,246.53061224489795,231.48936170212767,Dset-2.0
27,Dset-1.0/training/EndSpeedLimit/1_0_5667Image.jpeg,47.297872340425535,95.0204081632653,34.87234042553192,Dset-1.0
28,Dset-1.0/training/Crossing/1_0_3334Image.jpeg,140.29787234042553,153.91836734693877,71.46808510638297,Dset-1.0
29,Dset-1.0/training/EndSpeedLimit/1_0_5853Image.jpeg,103.61702127659575,80.91836734693878,40.851063829787236,Dset-1.0
30,Dset-2.0/training/Straight/339Image.jpeg,137.4255319148936,252.83673469387756,204.9787234042553,Dset-2.0
31,Dset-1.0/training/Straight/1_0_2664Image.jpeg,33.723404255319146,151.42857142857142,45.276595744680854,Dset-1.0
32,Dset-2.0/training/FinishLine/3176Image.jpeg,48.59574468085106,139.0204081632653,97.14893617021276,Dset-2.0
33,Dset-1.0/training/LeftTurn/1_0_1303Image.jpeg,164.2127659574468,193.83673469387756,51.97872340425532,Dset-1.0
34,Dset-2.0/training/FinishLine/3161Image.jpeg,92.68085106382979,138.0612244897959,59.08510638297872,Dset-2.0
35,Dset-1.0/training/LeftTurn/1_0_1811Image.jpeg,205.38297872340425,148.42857142857142,42.42553191489362,Dset-1.0
36,Dset-1.0/training/Crossing/1_0_3259Image.jpeg,176.85106382978722,204.79591836734693,86.14893617021276,Dset-1.0
37,Dset-2.0/training/Straight/20413Image.jpeg,237.93617021276594,241.9795918367347,189.29787234042553,Dset-2.0
38,Dset-2.0/training/StartSpeedLimit/7717Image.jpeg,211.25531914893617,140.55102040816325,238.2340425531915,Dset-2.0
39,Dset-2.0/training/LeftTurn/2216Image.jpeg,254.70212765957447,252.83673469387756,225.19148936170214,Dset-2.0
40,Dset-2.0/training/Crossing/4977Image.jpeg,253.14893617021278,252.83673469387756,254.48936170212767,Dset-2.0
41,Dset-1.0/training/RightTurn/1_0_936Image.jpeg,54.340425531914896,192.30612244897958,203.06382978723406,Dset-1.0
42,Dset-1.0/training/StartSpeedLimit/1_0_copy_4689Image.jpeg,72.36170212765957,75.6734693877551,32.97872340425532,Dset-1.0
43,Dset-1.0/training/Straight/1_0_2925Image.jpeg,88.91489361702128,210.0204081632653,73.34042553191489,Dset-1.0
44,Dset-1.0/training/Crossing/1_0_3036Image.jpeg,179.68085106382978,207.71428571428572,130.2127659574468,Dset-1.0
45,Dset-2.0/training/LeftTurn/1734Image.jpeg,230.2127659574468,242.6734693877551,98.44680851063829,Dset-2.0
46,Dset-1.0/training/LeftTurn/1_0_1943Image.jpeg,196.3404255319149,143.10204081632654,41.40425531914894,Dset-1.0
47,Dset-1.0/training/RightTurn/1_0_108Image.jpeg,107.63829787234043,217.10204081632654,209.4468085106383,Dset-1.0
48,Dset-1.0/training/EndSpeedLimit/1_0_5850Image.jpeg,100.12765957446808,89.34693877551021,42.06382978723404,Dset-1.0
49,Dset-1.0/training/FinishLine/1_0_6922Image.jpeg,123.97872340425532,119.73469387755102,35.297872340425535,Dset-1.0
50,Dset-1.0/training/EndSpeedLimit/1_0_5893Image.jpeg,103.25531914893617,74.06122448979592,42.04255319148936,Dset-1.0
51,Dset-2.0/training/FinishLine/1304Image.jpeg,163.5531914893617,169.87755102040816,177.46808510638297,Dset-2.0
52,Dset-1.0/training/Crossing/1_0_3063Image.jpeg,176.5744680851064,207.71428571428572,127.68085106382979,Dset-1.0
53,Dset-1.0/training/StartSpeedLimit/1_0_4118Image.jpeg,83.1063829787234,60.265306122448976,31.53191489361702,Dset-1.0
54,Dset-2.0/training/Crossing/4884Image.jpeg,227.19148936170214,246.3265306122449,231.9787234042553,Dset-2.0
55,Dset-2.0/training/EndSpeedLimit/9565Image.jpeg,46.829787234042556,148.69387755102042,114.7872340425532,Dset-2.0
56,Dset-2.0/training/LeftTurn/534Image.jpeg,255.0,252.51020408163265,222.14893617021278,Dset-2.0
57,Dset-2.0/training/RightTurn/4442Image.jpeg,137.63829787234042,249.6122448979592,234.53191489361703,Dset-2.0
58,Dset-2.0/training/LeftTurn/3017Image.jpeg,228.40425531914894,241.9591836734694,70.48936170212765,Dset-2.0
59,Dset-1.0/training/StartSpeedLimit/1_0_4303Image.jpeg,46.5531914893617,36.40816326530612,29.74468085106383,Dset-1.0
60,Dset-2.0/training/EndSpeedLimit/10039Image.jpeg,95.82978723404256,124.20408163265306,110.19148936170212,Dset-2.0
61,Dset-1.0/training/StartSpeedLimit/1_0_4833Image.jpeg,67.48936170212765,92.59183673469387,42.851063829787236,Dset-1.0
62,Dset-2.0/training/Crossing/4900Image.jpeg,229.10638297872342,247.20408163265307,231.95744680851064,Dset-2.0
63,Dset-1.0/training/LeftTurn/1_0_1236Image.jpeg,207.68085106382978,164.73469387755102,41.04255319148936,Dset-1.0
64,Dset-2.0/training/FinishLine/2786Image.jpeg,122.65957446808511,185.89795918367346,54.829787234042556,Dset-2.0
65,Dset-2.0/training/LeftTurn/385Image.jpeg,255.0,224.42857142857142,204.91489361702128,Dset-2.0
66,Dset-2.0/training/Crossing/5224Image.jpeg,255.0,252.83673469387756,254.48936170212767,Dset-2.0
67,Dset-1.0/training/Straight/1_0_2495Image.jpeg,138.89361702127658,170.12244897959184,34.53191489361702,Dset-1.0
68,Dset-1.0/training/Straight/1_0_2696Image.jpeg,31.404255319148938,140.83673469387756,43.702127659574465,Dset-1.0
69,Dset-2.0/training/Crossing/5015Image.jpeg,253.2340425531915,252.83673469387756,254.48936170212767,Dset-2.0
70,Dset-1.0/training/EndSpeedLimit/1_0_5502Image.jpeg,66.63829787234043,81.28571428571429,29.72340425531915,Dset-1.0
